x,y,z,label
-0.08034457,-0.1763121,-0.18516406,0
-0.15346812,-0.09218223,-0.26502192,0
-0.21847725,-0.032042187,0.43507347,1
-0.11526889,-0.09218223,-0.30084166,0
-0.030143205,-0.116440855,0.3776286,1
-0.07918728,0.09976653,0.41833746,1
-0.08239608,0.07968879,0.059374504,0
0.101600885,0.18049991,-0.18599056,0
-0.39130974,-0.0940639,0.5299237,1
0.023989974,0.07544478,-0.20199351,0
0.018332629,0.5443864,-0.19926481,0
-0.0034590717,0.15352017,0.124453254,1
0.4686746,-0.059641138,0.046848614,1
-0.18466148,-0.16976877,-0.58720106,0
-0.1881048,0.3659229,-0.093261376,0
0.24663618,0.1466598,0.10742576,1
0.023991859,-0.06275249,-0.773706,0
0.09556146,-0.09218223,-0.5832374,0
0.105400175,-0.09803305,0.14663959,1
0.10542734,-0.001002567,0.21001285,1
0.5029649,-0.16396768,-0.22401513,1
-0.13357127,0.017523605,-0.13981193,0
0.10810624,-0.106099606,0.19293682,1
-0.13035172,0.23751645,-0.17578869,0
0.04910407,0.05702908,0.08747946,1
0.046680063,0.06949176,-0.18599056,0
-0.22168781,0.13957168,0.41945326,1
-0.35809767,-0.12220311,0.3655045,1
0.114898354,0.110893406,0.20645843,1
-0.055043794,0.35405457,-0.06719239,0
0.06939575,0.32889163,-0.10401056,0
0.20357892,0.09029476,0.19295792,1
0.073545195,0.026594874,0.17334233,1
-0.38077492,0.07842139,0.37148172,1
0.28824228,-0.10870007,-0.026059324,1
0.110086225,-0.1763121,0.10133817,1
-0.07266721,0.17127654,0.14614026,0
-0.025831806,-0.15996633,0.17879157,1
0.0551235,0.1619963,0.252271,1
-0.007898606,0.053056892,0.2657335,1
-0.18975972,0.1943069,-0.02581016,0
0.06443253,0.10069223,-0.21440217,0
0.08246691,0.1943069,-0.12409139,0
-0.11087242,0.0803843,0.2935014,1
-0.0012743305,-0.1763121,-0.60370445,0
0.54901856,-0.20075232,-0.024242233,1
-0.028588837,0.017129663,0.1906569,1
-0.17399915,-0.1363701,-0.6733373,0
-0.14270365,-0.06571466,0.372905,1
0.036136918,-0.09218223,-0.20532256,0
-0.043402743,0.057192743,0.059374504,0
-0.27249768,-0.07817084,0.49365357,1
-0.07775748,0.040150445,0.37333944,1
-0.0024790354,0.17297694,0.059374504,0
0.32485688,-0.021273134,-0.0031330346,1
-0.036169827,-0.09218223,-0.688993,0
0.19997673,-0.14936608,0.118699,1
-0.043683194,-0.05541117,0.19119461,1
0.37391493,-0.2125597,0.009422482,1
0.39865372,-0.083942376,0.043937854,1
-0.009172076,0.26649794,0.0046013864,0
-0.13019063,-0.09218223,-0.05889411,0
0.52350175,-0.25298315,-0.069829635,1
-0.07866264,0.07255317,0.28304353,1
0.15831426,-0.09218223,-0.023193581,1
-0.20298742,-0.20665026,0.47199145,1
0.0445945,0.017523605,0.034861922,0
0.17279808,0.17217277,-0.14628439,0
0.17247912,-0.09218223,-0.17496066,0
-0.15293412,-0.114957616,-0.75438195,0
-0.035147123,0.011855541,0.25506842,1
0.13440287,-0.021752523,0.14221762,1
0.22495231,-0.004014805,-0.05151327,1
0.10767021,-0.006760681,0.25225863,1
0.1218464,-0.09028491,0.20835645,1
-0.15659453,0.02354898,0.48119015,1
0.5632008,-0.17173573,-0.06450356,1
0.06939575,0.2044353,-0.2181332,0
-0.37861443,-0.08560663,0.41336736,1
-0.10728398,0.09579189,-0.18599056,0
0.44400892,-0.16913258,-0.14925508,1
-0.1756399,-0.092511296,-0.66527224,0
0.06939575,0.3313864,-0.17541905,0
-0.1617468,-0.1763121,-0.35169703,0
0.3846008,-0.21251117,0.11010606,1
-0.06409789,-0.07342617,-0.6790111,0
0.1824393,0.1943069,0.037140824,1
0.1416357,-0.18556672,0.13856342,1
-0.1428691,-0.05702954,0.04078793,0
0.17700458,-0.14425164,-0.38865936,0
0.0982421,-0.09218223,-0.44743794,0
-0.05430899,0.045766857,0.39871475,1
0.026663987,0.33230826,-0.25306538,0
-0.03933611,0.25138664,-0.2390561,0
-0.19658668,-0.13008058,0.4390816,1
0.07660882,0.07728934,0.05802549,1
0.32692847,0.46382138,0.19989768,1
0.45861152,-0.1717215,0.07970627,1
-0.18901618,-0.021729743,0.44351017,1
0.30050078,0.07266913,0.13876566,1
0.4224983,-0.10714083,0.06595623,1
0.03484365,0.44973937,-0.13688423,0
-0.07641999,-0.09218223,-0.36734638,0
-0.098608926,0.3491645,-0.25306538,0
0.33852556,-0.025632739,0.14859256,1
0.080389865,-0.1763121,-0.79056674,0
-0.044008005,-0.1763121,-0.6453082,0
0.07835556,0.017523605,0.154201,1
-0.1783517,-0.09218223,0.10324931,0
-0.06659945,-0.07626734,-0.74074197,0
0.32396072,0.33538857,0.052802857,1
0.06498642,0.017523605,-0.21774283,0
0.058830008,-0.007681084,0.21536195,1
0.01432983,0.10961001,0.2133593,1
-0.1579553,0.0632701,0.36661723,1
0.43858707,-0.2069931,-0.13052243,1
-0.33317685,-0.037498657,0.39634708,1
-0.02078238,-0.1763121,-0.26222306,0
-0.02590593,-0.09218223,-0.26907024,0
0.17700458,-0.112263955,-0.32911214,0
0.028751094,0.590073,-0.16129234,0
-0.16154054,-0.1457368,0.29567567,1
0.08235227,-0.22466825,0.14537047,1
-0.39612988,-0.06691482,0.5326125,1
-0.27559736,0.045245506,0.40352738,1
-0.17257258,-0.1763121,0.12270428,0
-0.5790075,-0.11536533,0.67522186,1
0.05405895,-0.09218223,-0.61691904,0
-0.37863863,-0.046920333,0.3580438,1
0.14190997,0.3239905,0.12554967,1
-0.073851466,0.25189796,-0.2117863,0
0.3864466,-0.21896774,-0.17976107,1
-0.0295643,0.2016655,0.30208716,1
-0.15570627,0.22506106,0.010948527,0
0.14254002,-0.123078935,0.028898427,1
0.111664884,0.011773609,0.1823478,1
0.14086832,-0.09218223,0.14718929,1
0.33309713,-0.1294332,-0.061843578,1
0.16472733,0.3151065,0.10528075,1
0.025210455,-0.016959324,0.28040582,1
0.23973674,-0.18594989,0.14075898,1
0.1996505,0.29084572,0.13769563,1
0.28360757,-0.10081041,-0.1680134,0
-0.13741748,0.08627537,0.43640742,1
-0.056323003,-0.1763121,-0.9178646,0
0.069581605,-0.09218223,-0.78815085,0
-0.13535947,0.0056015314,0.4664606,1
-0.088846624,0.017523605,-0.15379865,0
-0.18416369,0.3688178,-0.19187792,0
0.03683504,0.0065203276,-0.40301952,0
0.39815855,-0.083419316,-0.007474229,1
0.02203241,-0.09450456,0.23681791,1
0.0060615567,-0.01999119,-0.5179918,0
-0.1881048,0.35619283,-0.16317451,0
0.050235126,-0.09218223,-0.13207899,0
-0.18565698,-0.092910506,-0.39630276,0
0.33375132,0.32576528,0.11718033,1
-0.08976815,0.1943069,-0.14101288,0
0.048673924,0.1943069,0.014812635,0
-0.12776078,-0.1763121,0.19407196,1
0.13356629,0.20277053,0.058428355,1
-0.11217422,0.08483151,0.017721927,0
-0.43643954,-0.13319941,0.41940513,1
0.21122354,0.16603418,0.23050176,1
0.0072060926,0.5386606,-0.14704244,0
-0.562707,-0.07260987,0.5640543,1
-0.09889691,0.06775133,0.39373654,1
0.3031857,0.014447977,0.00028934248,1
-0.18565698,-0.109050944,0.14062499,0
-0.133934,-0.06294139,-0.37129918,0
0.13187547,0.039375886,0.15478984,1
-0.03544862,0.15325728,-0.18599056,0
-0.077672064,0.06804558,0.36367053,1
0.3965091,-0.1405438,0.042251747,1
-0.31295565,-0.024673859,0.5592169,1
0.3712286,-0.13260797,-0.0611264,1
-0.27892467,0.04879492,0.4674221,1
-0.053321026,-0.1763121,-0.30320343,0
-0.18547454,0.039944366,0.3545168,1
-0.0727936,-0.075698584,-0.57306397,0
0.026602324,-0.1763121,-0.8959304,0
0.15146653,0.052571487,0.11848776,1
0.14079,0.21808471,-0.022644317,0
-0.48255208,-0.08588607,0.52681816,1
0.07333461,0.03262457,0.19266978,1
-0.06216664,0.038128667,-0.3080644,0
0.05100212,-0.16952486,0.16331866,1
0.4270128,-0.13384786,0.0035967282,1
-0.052593533,0.017523605,0.23930266,1
-0.18963958,0.10403678,0.39411977,1
-0.05317584,-0.1763121,-0.5572622,0
0.17700458,-0.1648743,0.005189824,1
-0.36865702,-0.037113104,0.581634,1
0.06939575,0.34573978,-0.07588905,0
-0.022014886,0.2208577,0.24102075,1
0.06493947,-0.012741097,-0.32455474,0
0.5424424,-0.12607913,-0.13335823,1
-0.16237684,-0.09218223,-0.27424353,0
-0.38565516,-0.00027856094,0.54465055,1
-0.57408375,-0.110536,0.52132964,1
0.42838886,-0.07376252,-0.00063318654,1
-0.18565698,-0.1112717,-0.47874358,0
0.11947366,-0.21240482,0.06759702,1
0.3157499,-0.0951526,0.0009007284,1
0.56133676,-0.1901164,-0.0733245,1
0.17848599,0.45218945,0.10986701,1
-0.21464479,0.08261696,0.37356922,1
-0.31841806,-0.025241109,0.377555,1
0.19432637,-0.18542212,0.0104655055,1
0.18646245,-0.20573495,0.020987395,1
-0.15032946,0.17217277,-0.0030794651,0
0.0106770815,0.3688178,-0.10661993,0
-0.014528343,-0.1763121,-0.2315012,0
-0.19845258,-0.14060885,0.3515059,1
-0.13884114,0.1943069,-0.016547864,0
0.002059848,0.7115867,-0.18016674,0
-0.08776885,-0.1763121,-0.3653658,0
0.041232895,-0.09218223,-0.20708834,0
-0.14656116,0.055483952,0.24565552,1
-0.2648771,-0.16087402,0.19840819,0
0.07498777,0.017523605,-0.20043226,0
-0.035433114,-0.017017184,0.2363473,1
0.1684923,-0.097577885,-0.59944963,0
-0.16543537,0.17217277,-0.05032709,0
0.20637582,0.28398937,0.17722152,1
-0.09260299,-0.10322195,0.23779398,1
-0.28618827,-0.026007868,0.43344438,1
0.11967512,-0.1763121,-0.56727695,0
0.1371287,0.26649794,-0.061717384,0
0.10724277,0.1237098,-0.16930367,0
0.0031924413,0.059508394,0.3058911,1
-0.073851466,0.2957916,-0.08901757,0
0.25044194,0.34907302,0.15882243,1
-0.030357819,0.054884393,0.37088266,1
0.008354674,-0.1763121,-0.8125004,0
-0.03424965,0.26649794,0.0002395022,0
0.32019013,0.2097664,0.020480549,1
-0.54337317,-0.06533918,0.55951816,1
-0.43110457,0.004582728,0.6156335,1
0.23546875,0.21613006,0.021551307,1
0.21486104,-0.19378807,0.04450433,1
0.07333461,0.02862715,0.11389026,1
-0.13174026,-0.15951647,0.33253232,1
0.13013591,0.27802646,-0.038536854,0
-0.0038575376,-0.1763121,-0.7616277,0
-0.18565698,-0.17324694,-0.46560994,0
-0.10719617,-0.033725265,-0.45557934,0
-0.43408594,-0.036638223,0.4117701,1
-0.11324938,0.017523605,0.01816165,0
-0.10520652,-0.075698584,-0.69425493,0
0.14253454,-0.1763121,-0.6383627,0
0.17700458,-0.1278176,-0.43278834,0
0.029438455,0.031840682,0.14067923,1
0.26492932,-0.21511176,0.14018638,1
0.36711887,-0.12091003,-0.08146605,1
0.1122984,-0.052546866,-0.36257675,0
-0.049016815,-0.09218223,-0.6503148,0
-0.108817644,0.2944665,-0.0029491275,0
-0.054514855,0.3688178,-0.08867425,0
-0.44733778,0.022722637,0.46803707,1
0.2387439,-0.032313228,0.094246425,1
0.055471938,-0.17786564,0.007857928,0
0.17700458,-0.17455353,-0.113462284,0
0.05104253,0.05702908,0.086560324,1
-0.13344657,0.33626303,-0.04320244,0
0.20226444,0.051529013,0.20800671,1
0.012075535,-0.1763121,-0.56892526,0
-0.06025482,-0.1426213,0.1794396,1
0.058599893,0.093866825,-0.20102015,0
0.14077851,-0.17028011,-0.7248646,0
-0.18565698,-0.10747893,0.09784761,0
-0.10855768,0.08323073,0.29834735,1
0.6388655,-0.18714236,-0.0986205,1
-0.055043753,-0.1763121,-0.7446444,0
0.029371534,-0.1763121,-0.2147149,0
-0.08047632,0.017523605,-0.30913615,0
0.16433528,-0.11780646,0.1218711,1
-0.0256783,0.01855572,0.2650693,1
-0.33035338,-0.024409257,0.5328213,1
0.20018934,0.018555572,0.16810836,1
0.16513474,-0.100856304,-0.62295693,0
-0.15083353,-0.1763121,-0.3750475,0
0.12032477,-0.1763121,-0.70829797,0
0.075130716,-0.1763121,-0.16064385,0
0.35674313,-0.020188246,-0.050204102,1
0.43304652,-0.12974595,0.020309567,1
0.24524722,-0.006044028,0.1636717,1
0.27918485,0.11762493,0.11397463,1
-0.32855317,0.020811182,0.5893676,1
-0.037793525,-0.09218223,-0.8617731,0
-0.10356958,-0.1763121,-0.57177234,0
-0.018955618,-0.07626734,-0.78929085,0
-0.1610562,-0.051916275,0.4417918,1
0.090253204,-0.054654792,-0.5496541,0
0.13419321,0.053384647,0.2522157,1
-0.073851466,0.2779585,-0.1877192,0
-0.1881048,0.36714527,-0.24406224,0
0.10676619,0.017523605,-0.11799764,0
0.15636414,0.26365653,-0.11475193,0
0.06455387,0.26649794,0.0073426724,0
0.2661029,0.36161163,0.07154187,1
-0.09990578,0.3479514,-0.19943477,0
-0.47188315,0.018573828,0.61861193,1
-0.3987244,-0.04157853,0.4798572,1
0.39018762,-0.12070148,-0.041958477,1
0.12402132,0.3551392,-0.010417889,0
-0.1428691,-0.050000027,0.26123112,1
0.03770106,0.25926822,0.24493472,1
0.11950653,0.079375096,-0.19435343,0
-0.11806052,0.017523605,-0.14631753,0
0.15355487,-0.01922389,0.15123014,1
-0.18135215,-0.09218223,-0.26652467,0
-0.28402779,-0.17040767,0.34675652,1
-0.16700661,0.07269905,0.4276858,1
0.17151129,-0.1763121,0.075898446,1
0.19325197,0.17217277,-0.107338525,0
0.3639345,-0.13250425,0.050457586,1
-0.0043058787,-0.09218223,-0.54905015,0
-0.073851466,0.30787262,-0.22570206,0
-0.06341393,-0.1763121,0.17386384,1
-0.25699067,0.04462164,0.49844047,1
0.13225263,0.014372591,-0.15046036,0
-0.047126878,-0.0037301874,0.27180713,1
-0.075317316,-0.16602995,0.3919464,1
-0.17404878,0.04109487,0.43087456,1
0.12481443,-0.0564149,0.3553817,1
0.11090622,-0.15895233,0.34229043,1
0.21630782,-0.14647502,0.13286458,1
-0.39067176,-0.08488233,0.5863425,1
0.43045595,-0.09187238,-0.09436944,1
-0.19515452,0.079009466,0.39530677,1
-0.13406809,-0.1763121,-0.21171483,0
-0.3398305,-0.056332406,0.4373984,1
0.078575894,0.33249062,-0.029055173,0
0.13225263,-0.090024486,0.08968997,1
-0.08215176,0.048109043,0.14983742,1
-0.09553002,-0.09218223,-0.67826295,0
0.046190612,0.28911182,-0.24759457,0
0.15911496,-0.052011594,-0.35771772,0
0.023989974,0.036217675,-0.26124606,0
-0.23129918,0.055285487,0.3229637,1
-0.0814324,0.05702908,0.093880534,0
0.02646822,0.470313,-0.139235,0
-0.13531095,0.26649794,0.008764501,0
-0.10225972,-0.1763121,-0.53638965,0
-0.28799844,0.015148187,0.40021956,1
-0.06256983,0.07296935,-0.20016162,0
0.2953307,0.10441662,0.10154963,1
-0.24672924,0.06980043,0.36502913,1
0.47970548,-0.2518311,-0.09044655,1
-0.022203129,0.14748421,-0.18599056,0
0.05391823,-0.04296114,0.14458223,1
-0.048797302,-0.075698584,-0.6368039,0
-0.4719167,0.01755515,0.594642,1
-0.0040898356,-0.014084661,-0.4959755,0
0.045090634,-0.0013099329,0.31857103,1
0.07853176,0.059170153,-0.28785703,0
0.24630427,-0.17249084,0.058433212,1
-0.013880924,0.019879036,0.3194997,1
-0.1526845,-0.13272545,-0.75510126,0
0.16520427,0.009113993,0.23487374,1
-0.03772417,-0.01999119,-0.34779644,0
0.22833598,-0.18243903,0.19869235,1
0.121396475,-0.09218223,0.05877886,1
-0.50886077,-0.023457337,0.5171751,1
-0.030977938,0.061682217,0.16700716,1
0.09830807,-0.09218223,-0.7747898,0
0.31323603,-0.20506266,0.11456117,1
-0.0069615715,-0.017351992,-0.40326127,0
-0.3919897,-0.038257323,0.4571882,1
-0.13259985,-0.13382947,0.4382074,1
-0.06622979,-0.14002676,0.298618,1
0.38632372,-0.07329481,0.04030602,1
-0.05989978,0.1943069,-0.1263272,0
-0.1428691,-0.08304501,-0.29308715,0
0.13225263,-0.024137942,0.047021512,1
